"SentenceID","Sentence_text","TextTitle","Text_Author","cross_count","tokens","words","parts_of_speech"
556767,"И удивил Сашу их запах, сладкий, но странный, кружащий, туманно-светлый, как золотящаяся ранняя, но грешная заря за белою мглою.","Мелкий бес","Федор Кузьмич Сологуб","3","{запах}","{они,сладкий,удивить}","{ADJ,DET,VERB_HEAD}"
643630,"Бледная искра спички коснулась смолистых игол, и красный огонь прыгнул по куче вереска, но тотчас же захлебнулся густым, желтым дымом, который было пополз сначала в трубу, но потом внезапно метнулся назад и заслонил всю комнату; послышался раздирающий писк, множество мелких существ зареяли, описывая в воздухе косые линии.","На ножах","Николай Семенович Лесков","3","{дым}","{густой,захлебнуться,пополз}","{ADJ,VERB,VERB_HEAD}"
104135,"Темная мягкая ночь глянула в комнату с своим почти черным небом, слабо шумевшими деревьями и свежим запахом вольного, чистого воздуха.","Отцы и дети","Иван Сергеевич Тургенев","3","{запах}","{воздух,и,свежий}","{ADJ,CCONJ,NOUN}"
556960,"Пахло какими-то новыми духами, празднично, сладко, но что-то в этом запахе задевало, бередило нервы, как прикосновение радостных, юрких, шероховатых змеек.","Мелкий бес","Федор Кузьмич Сологуб","3","{запах}","{в,задевать,этот}","{ADP,DET,VERB_HEAD}"
386431,"В холодном поту, с воплем вскочил Василиса и первое, что услыхал, — мышь с семейством, трудящуюся в столовой над кульком с сухарями, а затем уже необычайной нежности гитарный звон через потолок и ковры, смех...

За потолком пропел необыкновенной мощности и страсти голос, и гитара пошла маршем.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{пот}","{в,вскочить,холодный}","{ADJ,ADP,VERB_HEAD}"
386682,"Василиса вскочил внизу в холодном поту.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{пот}","{в,вскочить,холодный}","{ADJ,ADP,VERB_HEAD}"
558365,"Он зевал, бормотал, толкал Варвару, жаловался, что воняет ладаном, воском, мужичьем.","Мелкий бес","Федор Кузьмич Сологуб","3","{ладан}","{вонять,воск,мужичий}","{ADJ,NOUN,VERB_HEAD}"
558972,"Она смеялась и радовалась, и сладкий, томный и пряный запах японской функии разливался от нее, словно струился от ее темно-русых кудрей.","Мелкий бес","Федор Кузьмич Сологуб","3","{запах}","{разливался,сладкий,функии}","{ADJ,PROPN,VERB_HEAD}"
20936,"Костры не ярко горели вблизи, во французской гвардии, и далеко сквозь дым блестели по русской линии.","Война и мир","Лев Николаевич Толстой","3","{дым}","{далеко,и,сквозь}","{ADP,ADV,CCONJ}"
386711,"— Ни-колка, — прозвучал в дыму и черных полосах чей-то голос, и только через несколько секунд Турбин понял, что это голос его собственный.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{дым}","{в,полосах,прозвучать}","{ADP,NOUN,VERB_HEAD}"
186714,"По бокам дороги в тумане плывут деревья, качаются черные ветки, оголенные осенним ветром, суетливо летают и трещат белобокие сороки, густой запах болотной гнили встречает и провожает гремучую бричку, сырость, всасываясь в кожу, вызывает тягостное уныние и необычные мысли.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{встречать,гниль,густой}","{ADJ,NOUN,VERB_HEAD}"
20693,"Другой камердинер, придерживая пальцем склянку, брызгал одеколоном на выхоленное тело императора с таким выражением, которое говорило, что он один мог знать, сколько и куда надо брызнуть одеколону.","Война и мир","Лев Николаевич Толстой","3","{одеколон}","{брызгать,брызнуть,тело}","{NOUN,VERB_HEAD}"
20480,"И эти березы с их светом и тенью, и эти курчавые облака, и этот дым костров – все вокруг преобразилось для него и показалось чем-то страшным и угрожающим.","Война и мир","Лев Николаевич Толстой","3","{дым}","{костёр,преобразиться,этот}","{DET,NOUN,VERB_HEAD}"
186869,"В комнате стоял тяжкий запах какой-то кислой сырости.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{стоять,сырость,тяжкий}","{ADJ,NOUN,VERB_HEAD}"
560100,"Всплеснула маленькими красивыми руками, брякнула золотым браслетиком, засмеялась нежно, словно заплакала, достала платочек, – вытереть слезы, – и нежным ароматом повеяла на Хрипача.","Мелкий бес","Федор Кузьмич Сологуб","3","{аромат}","{и,нежный,повеяла}","{ADJ,CCONJ,VERB_HEAD}"
386878,"Извозчики целыми днями таскали седоков из ресторана в ресторан, и по ночам в кабаре играла струнная музыка, и в табачном дыму светились неземной красоты лица белых, истощенных, закокаиненных проституток.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{дым}","{в,светиться,табачный}","{ADJ,ADP,VERB_HEAD}"
560863,"В полдень где-нибудь в затишке (если пригревает солнце) грустный, чуть внятный запах вишневой коры понимается с пресной сыростью талого снега, с могучим и древним духом проглянувшей из-под снега, из-под мертвой листвы земли.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{грустный,кора,пониматься}","{ADJ,NOUN,VERB_HEAD}"
20392,"– Да, приятный запах.","Война и мир","Лев Николаевич Толстой","3","{запах}","{–,да,приятный}","{ADJ,PART,PUNCT}"
303223,"Да, он проснется, но разбудят его не сладкие голоса ваших поэтов, не дым из кадильниц, – народ могут разбудить только фабричные свистки.","Хождение по мукам","Алексей Николаевич Толстой","3","{дым}","{кадильница,не,разбудят}","{NOUN,PART,VERB_HEAD}"
388856,"Турбина на расстоянии аршина обдал тяжелый запах перегоревшего спирта и луку.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{обдал,спирт,тяжёлый}","{ADJ,NOUN,VERB_HEAD}"
389890,"Маленькая спаленка пропахла тяжелым запахом йода, спирта и эфира.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{йод,пропахнуть,тяжёлый}","{ADJ,NOUN,VERB_HEAD}"
562030,"— Марина прошла мимо кровати, опахнув Андрея запахом пота и разгоряченного тела.","Поднятая целина","Михаил Александрович Шолохов","3","{запах,пот}","{опахнуть,пот,тело}","{NOUN,VERB_HEAD}"
186949,"Комнату наполняло ласковое, душистое тепло, медовый запах ласкал обоняние, и хотелось, чтоб вся кожа погрузилась в эту теплоту, подышала ею.","Жизнь Клима Самгина","Максим Горький","3","{запах,обоняние}","{ласкать,медовый}","{ADJ,VERB_HEAD}"
562559,"Из жерла настежь распахнутых дверей вылетал пар, мешаясь с табачным дымом.","Поднятая целина","Михаил Александрович Шолохов","3","{дым}","{мешаться,с,табачный}","{ADJ,ADP,VERB_HEAD}"
390147,"Потом принесла подушку и длинный, пахнущий сладким давним запахом японский с диковинными букетами халат.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{давний,пахнуть,сладкий}","{ADJ,VERB_HEAD}"
562595,"При тусклом свете двух ламп Давыдов видел лоснящиеся от пота лица в первых рядах, дальше все крылось полусумраком.","Поднятая целина","Михаил Александрович Шолохов","3","{пот}","{лицо,лосниться,от}","{ADP,NOUN,VERB_HEAD}"
174532,"Казалось, что Дронов не ушел, а расплылся в воздухе серым, жирненьким дымом.","Жизнь Клима Самгина","Максим Горький","3","{дым}","{жирненький,расплыться,серый}","{ADJ,VERB_HEAD}"
53026,"Вслед за тем вы слышите удаляющийся свист снаряда, и густой пороховой дым застилает вас, платформу и черные фигуры движущихся по ней матросов.","Севастопольские рассказы","Лев Николаевич Толстой","3","{дым}","{густой,застилать,пороховой}","{ADJ,VERB_HEAD}"
563470,"В ноздри ему хлынул приторный запах свежей крови… Яков Лукич, шатаясь, дошел до печки, страшный припадок рвоты потряс его, мучительно вывернул внутренности…
        На крыльце Половцев пьяно качнулся, губами припал и стал хватать нападавший на перильце свежий и пушистый снег.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{кровь,приторный,хлынуть}","{ADJ,NOUN,VERB_HEAD}"
563704,"Острый запах крови, как тогда, вызвал припадок тошноты, заставил качнуться.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{вызвать,кровь,острый}","{ADJ,NOUN,VERB_HEAD}"
390968,"В бездне качалась душная тысячеголовая волна, и над ней плыл, раскаляясь, пот и пар, ладанный дым, нагар сотен свечей, копоть тяжелых лампад на цепях.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{дым,пот}","{качаться,ладанный,плыть}","{ADJ,VERB_HEAD}"
391517,"Николка, чувствуя ужас и отчаяние, подумал в смятении: «А как не найдем, что тогда?»

___________

У самых ужасных дверей, где, несмотря на мороз, чувствовался уже страшный тяжелый запах, Николка остановился и сказал:

— Вы, может быть, посидите здесь?..","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{страшный,тяжёлый,чувствоваться}","{ADJ,VERB_HEAD}"
391519,"А то там такой запах, что, может быть, вам плохо будет?","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{а,плохой,такой}","{ADJ,CCONJ,DET}"
248113,"– Ax, это ты, негодяй, ну хоть тебя Бог послал, а то здесь…

– Вы напрасно вашего соседа негоцианта заподозрили в дурном запахе… Я только молчал да смеялся.","Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский","3","{запах}","{в,дурной,заподозрить}","{ADJ,ADP,VERB_HEAD}"
391532,"К самому запаху, впрочем, привыкаешь очень быстро, но уже лучше не присматриваться и не думать.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{К,привыкаешь,самому}","{ADJ,ADP,VERB_HEAD}"
304362,"На старом диване, в табачном дыму зажигать мировой пожар!..","Хождение по мукам","Алексей Николаевич Толстой","3","{дым}","{в,зажигать,табачный}","{ADJ,ADP,VERB_HEAD}"
678374,"В пыли, в навозе — так и явлюсь!","Господа Головлевы","Михаил Евграфович Салтыков-Щедрин","3","{навоз}","{—,в,явлюсь}","{ADP,PUNCT,VERB_HEAD}"
304435,"Все впечатления дня словно сцепились в стройную и осмысленную форму, и в нем, в глубине, волнуемой завыванием румынских скрипок, запахами женских духов, духотой людного зала, возникла тень этой, вошедшей извне, формы, и эта тень была – вдохновение.","Хождение по мукам","Алексей Николаевич Толстой","3","{запах}","{дух,духота,сцепиться}","{NOUN,VERB_HEAD}"
391596,"Под ногами гулко звенел каменный пол. Николка, страдая от запаха, оставшегося здесь, должно быть, навеки, шел, стараясь не думать.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{остаться,от,страдать}","{ADP,VERB,VERB_HEAD}"
391602,"Николка закрыл глаза, жадно втянул в нос нестерпимую резь — запах нашатыря из склянки.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{запах}","{—,нашатырь,склянка}","{NOUN,PROPN,PUNCT}"
392024,"Остался только стынущий труп еврея в черном у входа на мост, да утоптанные хлопья сена, да конский навоз.","Белая гвардия","Михаил Афанасьевич Булгаков","3","{навоз}","{да,конский,остаться}","{ADJ,CCONJ,VERB_HEAD}"
186991,"— возражал Фроленков, наполняя рюмки светложелтой настойкой медового запаха.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{медовый,настойкой,светложелтой}","{ADJ}"
18566,"Пламя то замирало и терялось в черном дыме, то вдруг вспыхивало ярко, до странности отчетливо освещая лица столпившихся людей, стоявших на перекрестке.","Война и мир","Лев Николаевич Толстой","3","{дым}","{в,теряться,чёрный}","{ADJ,ADP,VERB_HEAD}"
566916,"Андрей жадно вдыхал разнородные запахи ночи, смотрел, как под ногами в лужах дробятся и рассыпаются искрами, отраженные водою, звезды, думал о Марине и чувствовал, что на глазах его закипают горчайшие слезы тоски и обиды.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{вдыхал,ночь,разнородный}","{ADJ,NOUN,VERB_HEAD}"
567108,"На минуту он прислушался к певучим высвистам жаворонков, посмотрел, как вдали, согбенный над плугом, ходит плугатарь, а рядом с быками, спотыкаясь, идет по борозде погоныч, — и вздохнул полной грудью: «Машина будет все тяжелое работать за человека… Тогдашние люди позабудут, наверное, запах пота… Дожить бы, черт его подери!..","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{наверное,позабыть,пот}","{ADV,NOUN,VERB_HEAD}"
567287,"Он тебе в момент научится дитёнка пестовать, к запаху его молочному приобыкнет и — готов, спекся!","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{к,он,приобыкнет}","{ADP,DET,VERB_HEAD}"
248173,"Вонь будто бы души, чтобы в два-три этих месяца успеть спохватиться… и что это, так сказать, последнее милосердие… Только мне кажется, барон, все это уже мистический бред, весьма извинительный в его положении…

– Довольно, и далее, я уверен, все вздор.","Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский","3","{вонь}","{…,душа,милосердие}","{NOUN,PUNCT}"
5130,"Еще дым первого выстрела не рассеялся, как показался другой дымок и выстрел.","Война и мир","Лев Николаевич Толстой","3","{дым}","{выстрел,ещё,рассеяться}","{ADV,NOUN,VERB_HEAD}"
5124,"XVII

Князь Андрей верхом остановился на батарее, глядя на дым орудия, из которого вылетело ядро.","Война и мир","Лев Николаевич Толстой","3","{дым}","{глядеть,на,орудие}","{ADP,NOUN,VERB_HEAD}"
18529,"И сквозь этот дым странно светил молодой, высоко стоящий серп месяца.","Война и мир","Лев Николаевич Толстой","3","{дым}","{светил,сквозь,этот}","{ADP,DET,VERB_HEAD}"
568215,"И только тогда в крылатые черные ноздри его хлынет обжигающая нюх пахучая струя: терпкая кислота свежего птичьего помета и сдвоенный запах пера.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{и,пера,сдвоенный}","{ADJ,CCONJ,NOUN}"
393944,"Они вдвоём попали в узкий тускло освещённый коридор, одну лакированную дверь миновали, пришли в конец, а затем попали налево и оказались в тёмной каморке, которая мгновенно не понравилась псу своим зловещим запахом.","Собачье сердце","Михаил Афанасьевич Булгаков","3","{запах}","{зловещим,понравиться,свой}","{DET,VERB,VERB_HEAD}"
187192,"Жирные, удушливые кухонные запахи густо вытекали из окна.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{вытекать,жирный,кухонный}","{ADJ,VERB_HEAD}"
394384,"Столовая наполнилась неприятным синим дымом.","Собачье сердце","Михаил Афанасьевич Булгаков","3","{дым}","{наполниться,неприятный,синий}","{ADJ,VERB_HEAD}"
52950,"Тяжелый запах мертвого тела сильнее поражает вас, и пожирающий внутренний жар, проникающий все члены страдальца, проникает как будто и вас.","Севастопольские рассказы","Лев Николаевич Толстой","3","{запах}","{поражать,тело,тяжёлый}","{ADJ,NOUN,VERB_HEAD}"
394690,"Только по смутному запаху можно было узнать, что это Филипп Филиппович.","Собачье сердце","Михаил Афанасьевич Булгаков","3","{запах}","{по,смутный,только}","{ADJ,ADP,PART}"
394706,"Тяпнутый вырос перед ним и скверный мутящий запах разлился от него.","Собачье сердце","Михаил Афанасьевич Булгаков","3","{запах}","{мутить,разлился,скверный}","{ADJ,VERB,VERB_HEAD}"
569860,"Медвяный запах его к вечеру растекался по всему хутору, волнуя томлением сердца девушек.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{его,медвяный,растекался}","{ADJ,PRON,VERB_HEAD}"
305467,"Ему же казалось, что он оскорбит Дашу, если хоть словом намекнет на то, из-за чего не спал уже четвертую ночь и чувствовал себя в том особом, наполовину призрачном, мире, где все внешнее скользило мимо, как тени в голубоватом тумане, где грозно и тревожно горели серые глаза Даши, где действительностью были лишь запахи, свет солнца и неперестающая боль в сердце.","Хождение по мукам","Алексей Николаевич Толстой","3","{запах}","{боль,лишь,свет}","{NOUN,PART}"
158093,"Он был непоседлив; часто и стремительно вскакивал;

хмурясь, смотрел на черные часы свои, закручивая реденькую бородку штопором, совал ее в изъеденные зубы, прикрыв глаза, болезненно сокращал кожу лица иронической улыбкой и широко раздувал ноздри, как бы отвергая некий неприятный ему запах.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{некий,неприятный,отвергать}","{ADJ,DET,VERB_HEAD}"
570406,"Стоило ему остаться наедине с самим собой, как тотчас он, сам того не замечая, уже смотрел куда-то в прошлое невидящими глазами, улыбался с задумчивой грустинкой, вспоминая милый сердцу запах Лушкиных губ, всегда сухих и трепетных, постоянно меняющееся выражение ее горячих глаз.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{вспоминать,губа,сухой}","{ADJ,NOUN,VERB_HEAD}"
395978,"Неимоверный запах котов сейчас расплылся по всей передней.","Собачье сердце","Михаил Афанасьевич Булгаков","3","{запах}","{кот,неимоверный,расплылся}","{ADJ,NOUN,VERB_HEAD}"
27960,"И подходя к нему и слушая те тихие стоны, с которыми Каратаев обыкновенно на привалах ложился, и чувствуя усилившийся теперь запах, который издавал от себя Каратаев, Пьер отходил от него подальше и не думал о нем.

В плену, в балагане, Пьер узнал не умом, а всем существом своим, жизнью, что человек сотворен для счастья, что счастье в нем самом, в удовлетворении естественных человеческих потребностей, и что все несчастье происходит не от недостатка, а от излишка; но теперь, в эти последние три недели похода, он узнал еще новую, утешительную истину – он узнал, что на свете нет ничего страшного.","Война и мир","Лев Николаевич Толстой","3","{запах}","{издавать,усилившийся,чувствовать}","{VERB,VERB_HEAD}"
570876,"Всей грудью вдыхая хмельные запахи травы и непросохшего чернозема, Давыдов долго смотрел на далекую гряду могильных курганов.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{вдыхать,трава,хмельный}","{ADJ,NOUN,VERB_HEAD}"
571441,"Давыдов шевельнул ноздрями и уловил тонкий и слегка пряный запах ее волос.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{волос,тонкий,уловить}","{ADJ,NOUN,VERB_HEAD}"
571442,"Да и вся она пахла полуденным солнцем, нагретой зноем травой и тем неповторимым, свежим и очаровательным запахом юности, который никто еще не смог, не сумел передать словами…
        «Милая девчонушка какая!» — подумал Давыдов и вздохнул.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{смочь,трава,юность}","{NOUN,VERB}"
396447,"Более всего на свете прокуратор ненавидел запах розового масла, и все теперь предвещало нехороший день, так как запах этот начал преследовать прокуратора с рассвета.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{масло,начать,ненавидеть}","{NOUN,VERB_HEAD}"
572235,"Чтобы сократить путь, он свернул с дороги, зашагал напрямик, целиною, но не прошел и полкилометра, как вдруг словно переступил какую-то невидимую черту и оказался в ином мире: уже не шуршал о голенища сапог зернистый аржанец, не пестрели вокруг цветы, куда-то исчезли, улетучились пряные запахи пышного цветущего разнотравья, и голая, серая, мрачная степь далеко распростерлась перед ним.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{пряный,разнотравье,улетучились}","{ADJ,NOUN,VERB_HEAD}"
572260,"Просторный, заросший курчавой муравою двор правления был пустынен, только возле конюшни соседские куры лениво копались в навозе да под навесом сарая в глубокой старческой задумчивости неподвижно стоял козел, прозванный почему-то Трофимом.","Поднятая целина","Михаил Александрович Шолохов","3","{навоз}","{в,да,копаться}","{ADP,PART,VERB_HEAD}"
164601,"В трех шагах от него Самгин уже слышал холодноватый запах ментола.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{ментол,слышать,холодноватый}","{ADJ,NOUN,VERB_HEAD}"
306059,"И тогда уже ясный, рассудительный холодок поджал все тело, и резче стал запах вина и омерзительнее бормотанье.","Хождение по мукам","Алексей Николаевич Толстой","3","{запах}","{вино,омерзительный,стать}","{ADV,NOUN,VERB_HEAD}"
572691,"И у меня так же: никого не заманю в кузню, всяк от кузнечного дыму лытает, как черт от ладана.","Поднятая целина","Михаил Александрович Шолохов","3","{дым,ладан}","{кузнечный,от}","{ADJ,ADP}"
572746,"— Пойдем в кузню, в холодок, а то я к такому солнцу непривычный, — вытирая пот с лица и лысины, не выдержав жары, сказал Шалый.","Поднятая целина","Михаил Александрович Шолохов","3","{пот}","{выдержать,вытирая,лицо}","{ADJ,NOUN,VERB}"
250137,"Поняли?»

И, близко наклонившись ко мне, обдавая меня запахом табаку и собственным крепким старческим душком, Матрын Мартыныч мне рассказал поистине замечательную историю[7 - Прим. авт. В этой истории, разумеется, все черты и приметы, могущие дать намек на настоящего Мартын Мартыныча, сознательно искажены.","Полное собрание рассказов","Владимир Владимирович Набоков","3","{запах}","{душок,обдавать,табак}","{NOUN,VERB_HEAD}"
306611,"Князь Бельский продолжал говорить вполголоса:

– Главное – это вонь.","Хождение по мукам","Алексей Николаевич Толстой","3","{вонь}","{–,главный,это}","{ADJ,PART,PUNCT}"
398713,"Запах тоже не оставлял никаких сомнений: это был ни с чем по прелести не сравнимый запах только что отпечатанных денег.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{деньга,оставлять,сравнимый}","{ADJ,NOUN,VERB_HEAD}"
399295,"Я видел ее вспухшие от дыму и плача глаза, чувствовал, как холодные руки гладят мне лоб.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{дым}","{вспухнуть,от,плача}","{ADP,NOUN,VERB_HEAD}"
645523,"И Сид жестоко раскуражился своими привилегиями рабства, но его уже никто не слушал, потому что в это время двери залы были открыты и оттуда тянуло неприятным холодом, и казалось, что есть уже тяжелый трупный запах.","На ножах","Николай Семенович Лесков","3","{запах}","{быть,трупный,тяжёлый}","{ADJ,VERB_HEAD}"
574403,"Пахло вянущей под солнцем муравой, от конюшни несло сухим конским пометом, а когда Давыдов подошел к сеновалу, в ноздри ему ударил такой пряный аромат свежескошенной, в цвету, чуть подсохшей травы, что на миг ему показалось, будто он — в степи, возле только что сметанного душистого прикладка сена.","Поднятая целина","Михаил Александрович Шолохов","3","{аромат}","{пряный,такой,ударить}","{ADJ,DET,VERB_HEAD}"
26196,"Когда он, очнувшись в холодном поту, зашевелился на диване, Наташа подошла к нему и спросила, что с ним.","Война и мир","Лев Николаевич Толстой","3","{пот}","{в,очнуться,холодный}","{ADJ,ADP,VERB_HEAD}"
307159,"С фронта прибывали раненые, по многу дней не менявшие перевязок; от марлевых бинтов шел такой запах, что сестрам становилось дурно.","Хождение по мукам","Алексей Николаевич Толстой","3","{запах}","{идти,становиться,такой}","{DET,VERB,VERB_HEAD}"
13824,"В кабинете слышался сильный запах табаку и собак.","Война и мир","Лев Николаевич Толстой","3","{запах}","{сильный,слышаться,табак}","{ADJ,NOUN,VERB_HEAD}"
613160,"Месяц подымался, стали озаряться потемки; и все наконец озарилось — и озеро и избы; побледнели огни; стал виден дым из труб, осеребренный лучами.","Мертвые души","Николай Васильевич Гоголь","3","{дым}","{осеребрить,стать,труба}","{NOUN,VERB,VERB_HEAD}"
575111,"Наступить на тебя ногой ишо раз и растереть в дым и в прах, и больше ничего не остается.","Поднятая целина","Михаил Александрович Шолохов","3","{дым}","{в,прах,растереть}","{ADP,NOUN,VERB_HEAD}"
153869,"Затем явилось тянущее, как боль, отвращение к окружающему, к этим стенам в пестрых квадратах картин, к черным стеклам окон, прорубленных во тьму, к столу, от которого поднимался отравляющий запах распаренного чая н древесного угля.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{отравлять,подниматься,чай}","{NOUN,VERB,VERB_HEAD}"
401153,"В комнате пахло духами, кроме того, в нее доносился откуда-то запах раскаленного утюга.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{доноситься,то,утюг}","{ADV,NOUN,VERB_HEAD}"
401355,"Усталости она не чувствовала, и только пот тек по ней ручьями.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{пот}","{и,тек,только}","{CCONJ,NOUN,PART}"
575629,"Смешанный запах тлена, сопревшей травы, оттаявшего чернозема устойчиво держался над могилами.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{держаться,смешанный,тлен}","{ADJ,NOUN,VERB_HEAD}"
575883,"Открытое партийное собрание было назначено на шесть часов вечера, но уже с четырех в школе собралось более полутораста человек, и сразу же во всех классах, несмотря на то что окна и двери были открыты настежь, горько и крепко запахло самосадом, мужским, спиртовой крепости потом и запахом дешевой помады и такого же мыла — от сбившихся в кучу разнаряженных девок и баб.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{и,помада,потом}","{ADV,CCONJ,NOUN}"
151887,"В комнате стоял тяжелый запах масла, — утром стекольщик замазывал на зиму рамы, — Клим понюхал, открыл вентилятор и снисходительно, вполголоса сказал:

— Пожалуй, можно и здесь жить.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{масло,стоять,тяжёлый}","{ADJ,NOUN,VERB_HEAD}"
401852,"Внезапно и беззвучно крыша этого дома взлетела наверх вместе с клубом черного дыма, а стенки рухнули, так что от двухэтажной коробки ничего не осталось, кроме кучечки, от которой валил черный дым.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{дым}","{валил,чёрный}","{ADJ,VERB_HEAD}"
576759,"Правой рукой он все еще крепко обнимал мягкие плечи девушки, вплотную ощущая тепло ее молодого тела, вдыхая пряный запах волос.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{вдыхать,волос,пряный}","{ADJ,NOUN,VERB_HEAD}"
577019,"В этот ранний утренний час ни степной подорожник, ни поникшие ветки желтого донника, ни показавшееся на взгорье и близко подступавшее к шляху жито не источали присущих им дневных запахов.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{дневный,источать,присущих}","{ADJ,VERB,VERB_HEAD}"
402156,"Одуряющий запах шампанского подымался из бассейна.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{одурять,подыматься,шампанское}","{NOUN,VERB,VERB_HEAD}"
577021,"Потому в этот тихий утренний час и властвовали всесильно над степью два простых запаха — росы и слегка примятой ею дорожной пыли.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{два,простой,росы}","{ADJ,NOUN,NUM}"
402164,"Голова Маргариты начала кружиться от запаха вина, и она уже хотела уходить, как кот устроил в бассейне номер, задержавший Маргариту.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{вино,кружиться,от}","{ADP,NOUN,VERB_HEAD}"
187921,"В пекарне стоял застарелый запах квашеного теста, овчины, кишечного газа.","Жизнь Клима Самгина","Максим Горький","3","{запах}","{застарелый,стоять,тест}","{ADJ,NOUN,VERB_HEAD}"
403198,"После душного города Иуду поразил одуряющий запах весенней ночи.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{запах}","{ночь,одурять,поразить}","{NOUN,VERB,VERB_HEAD}"
308090,"Завалившись на спинку дивана, прищурив глаз от дыма папиросы, он глядел молча на Елизавету Киевну.","Хождение по мукам","Алексей Николаевич Толстой","3","{дым}","{от,папиросы,прищурить}","{ADP,NOUN,VERB_HEAD}"
403998,"— Пари держу, что не было, — ответил тот, ставя примус на стол рядом с книгой и вытирая пот рукою на закопченном лбу.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","3","{пот}","{вытирать,и,рукою}","{CCONJ,NOUN,VERB}"
577933,"В ноздри Нагульнову ударил теплый запах жилья и свежих хмелин.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{жильё,тёплый,ударить}","{ADJ,NOUN,VERB_HEAD}"
577934,"Но некогда было ему разбираться в запахах и ощущениях.","Поднятая целина","Михаил Александрович Шолохов","3","{запах}","{в,ощущение,разбираться}","{ADP,NOUN,VERB_HEAD}"
